bloock-smooth,date of sale,change,worth,essence,part sold,settelment,year built,Area,Room number
006531-0146-001-00,16/01/2023,"1,350,000","1,350,000",דירה בבית קומות,0.5,Herzliya,1970,95,4
006534-0133-000-00,19/01/2023,"2,900,000","2,900,000",דירה בבית קומות,1,Herzliya,2017,87,4
006558-0784-004-00,25/01/2023,"2,800,000","2,800,000",דירה בבית קומות,1,Herzliya,2019,75,4
006527-0314-020-00,03/02/2023,"899,999","899,999",דירה בבית קומות,0.25,Herzliya,2022,96,4
006534-0140-007-00,15/01/2023,"1,625,000","1,625,000",דירה בבית קומות,0.5,Herzliya,2006,90,4
006663-0294-018-00,19/07/2022,"2,540,000","2,540,000",דירה בבית קומות,1,Herzliya,1970,93,4
006532-0240-021-00,02/02/2023,"2,350,000","2,350,000",דירה בבית קומות,1,Herzliya,2025,58,4
006424-0144-017-00,02/02/2023,"1,225,000","1,225,000",דירה בבית קומות,0.5,Herzliya,1980,89,4
006536-0101-001-00,23/02/2023,"2,930,000","2,930,000",דירה בבית קומות,1,Herzliya,1980,89,4
006540-0036-000-00,07/09/2022,"573,500","573,500",דירה בבית קומות,0.125,Herzliya,1996,209,4
006533-0255-008-00,21/03/2023,"2,437,500","2,437,500",דירה בבית קומות,0.75,Herzliya,1970,118,4
006538-0487-004-00,05/03/2023,"846,667","846,667",דירה בבית קומות,0.333,Herzliya,1990,75,4
006538-0672-021-00,27/03/2023,"1,600,000","1,600,000",דירה בבית קומות,0.5,Herzliya,1994,112,4
006527-0402-001-00,22/01/2023,"510,000","510,000",דירה בבית קומות,0.002,Herzliya,2024,105,4
006527-0315-000-00,24/01/2023,"1,930,000","1,930,000",דירה בבית קומות,0.5,Herzliya,1970,79,4
006537-0221-005-00,03/02/2023,"516,680","516,680",דירה בבית קומות,0.166,Herzliya,1990,88,4
006527-0246-008-00,08/02/2023,"1,600,000","1,600,000",דירה בבית קומות,0.5,Herzliya,1960,73,4
006577-0157-024-00,16/02/2023,"2,050,000","2,050,000",דירה בבית קומות,1,Herzliya,1960,72,4
006670-0203-002-00,21/02/2023,"950,000","950,000",דירה בבית קומות,0.25,Herzliya,1960,119,4
006527-0462-000-00,16/03/2023,"2,000,000","2,000,000",דירה בבית קומות,0.5,Herzliya,2019,105,4
006530-0133-015-00,16/04/2023,"2,826,288","2,826,288",דירה בבית קומות,1,Herzliya,2026,94,4
006527-0462-000-00,04/04/2023,"2,010,000","2,010,000",דירה בבית קומות,0.5,Herzliya,2021,89,4
006530-0247-002-00,23/04/2023,"2,980,000","2,980,000",דירה בבית קומות,1,Herzliya,1970,95,4
006538-0446-007-00,09/04/2023,"3,000,000","3,000,000",דירה בבית קומות,1,Herzliya,2018,73,4
006533-0266-003-00,01/05/2023,"2,500,000","2,500,000",דירה בבית קומות,1,Herzliya,1981,74,4
006546-0199-002-00,30/11/2022,"1,722,000","1,722,000",דירה בבית קומות,0.272,Herzliya,1986,157,5
006539-0083-000-00,23/06/2022,"2,125,000","2,125,000",דירה בבית קומות,0.5,Herzliya,2018,109,5
006526-0189-021-00,28/06/2022,"1,745,000","1,745,000",דירה בבית קומות,0.5,Herzliya,1990,100,5
006534-0194-017-00,30/06/2022,"2,800,000","2,800,000",דירה בבית קומות,1,Herzliya,1992,101,5
006525-0201-001-00,04/07/2022,"2,661,000","2,661,000",דירה בבית קומות,0.5,Herzliya,2022,83,5
006527-0374-005-00,02/06/2022,"2,800,000","2,800,000",דירה בבית קומות,1,Herzliya,1970,73,5
006542-0092-004-00,30/06/2022,"2,950,000","2,950,000",דירה בבית קומות,0.5,Herzliya,1992,169,5
006536-0573-012-00,17/08/2022,"2,175,000","2,175,000",דירה בבית קומות,1,Herzliya,2024,134,5
006525-0209-000-00,27/06/2022,"1,916,666","1,916,666",דירה בבית קומות,0.008,Herzliya,2019,152,5
006533-0013-057-00,22/11/2022,"1,130,739","1,130,739",דירה בבית קומות,1,Herzliya,1987,125,5
006540-0092-020-00,07/09/2022,"3,000,000","3,000,000",דירה בבית קומות,1,Herzliya,1994,119,5
006525-0201-005-00,03/10/2022,"2,375,000","2,375,000",דירה בבית קומות,0.5,Herzliya,2022,124,5
006527-0271-001-00,26/07/2022,"1,515,000","1,515,000",דירה בבית קומות,0.5,Herzliya,1970,122,5
006541-0176-004-00,10/08/2022,"1,397,000","1,397,000",דירה בבית קומות,0.23,Herzliya,1970,166,5
006546-0882-023-00,07/11/2022,"2,920,000","2,920,000",דירה בבית קומות,1,Herzliya,1991,90,5
006577-0044-015-00,09/11/2022,"2,285,000","2,285,000",דירה בבית קומות,1,Herzliya,1960,89,5
006525-0201-005-00,22/11/2022,"2,280,000","2,280,000",דירה בבית קומות,0.5,Herzliya,2022,113,5
006577-0037-005-00,01/12/2022,"2,288,000","2,288,000",דירה בבית קומות,1,Herzliya,1960,73,5
006520-0081-003-00,01/06/2022,"1,247,000","1,247,000",דירה בבית קומות,1,Herzliya,1970,110,5
006536-0262-002-00,28/07/2022,"1,550,000","1,550,000",דירה בבית קומות,0.5,Herzliya,1990,100,5
006534-0113-003-00,06/12/2022,"1,400,000","1,400,000",דירה בבית קומות,1,Herzliya,2024,147,5
006526-0370-026-00,05/12/2022,"1,097,000","1,097,000",דירה בבית קומות,0.192,Herzliya,2018,113,5
006526-0370-054-00,21/12/2022,"797,000","797,000",דירה בבית קומות,0.147,Herzliya,2017,114,5
006526-0378-000-00,31/10/2022,"668,152","668,152",דירה בבית קומות,0.001,Herzliya,2022,123,5
006536-0968-003-00,04/11/2022,"1,397,000","1,397,000",דירה בבית קומות,1,Herzliya,2013,119,5
006546-0257-006-00,19/10/2022,"997,000","997,000",דירה בבית קומות,1,Herzliya,1970,121,5
006524-0080-021-00,01/01/2023,"1,354,000","1,354,000",דירה בבית קומות,1,Herzliya,2019,127,5
006529-0230-006-00,03/02/2023,"2,150,000","2,150,000",דירה בבית קומות,0.5,Herzliya,1986,91,5
006531-0151-001-00,30/03/2023,"2,950,000","2,950,000",דירה בבית קומות,1,Herzliya,1970,92,5
006526-0380-000-00,07/02/2023,"674,000","674,000",דירה בבית קומות,1,Herzliya,2016,109,5
006527-0403-016-00,09/03/2023,"750,000","750,000",דירה בבית קומות,0.24,Herzliya,2022,115,5
006526-0378-000-00,20/09/2022,"1,610,000","1,610,000",דירה בבית קומות,0.003,Herzliya,2022,126,5
006536-0712-010-00,29/03/2023,"2,660,000","2,660,000",דירה בבית קומות,0.5,Herzliya,1997,119,5
010921-0037-077-00,10/04/2023,"1,250,000","1,250,000",דירה בבית קומות,1,Haifa,1970,71,3
010914-0007-001-00,12/03/2023,"682,500","682,500",דירה בבית קומות,0.5,Haifa,1960,51,3
011192-0237-012-00,23/03/2023,"1,330,000","1,330,000",דירה בבית קומות,1,Haifa,1960,89,3
010892-0013-010-00,26/02/2023,"1,300,000","1,300,000",דירה בבית קומות,1,Haifa,1960,72,3
010913-0007-006-00,26/02/2023,"1,200,000","1,200,000",דירה בבית קומות,1,Haifa,1960,70,3
012595-0007-004-00,26/02/2023,"980,000","980,000",דירה בבית קומות,1,Haifa,1960,59,3
011215-0001-100-00,03/03/2023,"1,000,000","1,000,000",דירה בבית קומות,1,Haifa,1970,62,3
010925-0203-000-00,12/03/2023,"1,115,000","1,115,000",דירה בבית קומות,1,Haifa,2019,55,3
011215-0024-041-00,12/03/2023,"960,000","960,000",דירה בבית קומות,1,Haifa,1980,65,3
011200-0135-000-00,26/03/2023,"1,360,000","1,360,000",דירה בבית קומות,1,Haifa,1950,83,3
010803-0109-022-00,26/02/2023,"1,100,000","1,100,000",דירה בבית קומות,1,Haifa,1960,60,3
010921-0038-014-00,27/02/2023,"1,050,000","1,050,000",דירה בבית קומות,1,Haifa,1970,70,3
010861-0265-009-00,21/03/2023,"575,000","575,000",דירה בבית קומות,0.5,Haifa,1930,69,3
011194-0346-012-00,21/03/2023,"1,170,000","1,170,000",דירה בבית קומות,1,Haifa,1970,62,3
010861-0237-005-00,21/03/2023,"1,050,000","1,050,000",דירה בבית קומות,1,Haifa,1930,88,3
011563-0158-016-00,27/02/2023,"500,000","500,000",דירה בבית קומות,0.5,Haifa,1970,70,3
011584-0029-002-00,28/02/2023,"1,250,000","1,250,000",דירה בבית קומות,1,Haifa,2023,100,3
012313-0002-012-00,02/03/2023,"710,000","710,000",דירה בבית קומות,1,Haifa,1950,47,3
010750-0068-030-00,04/03/2023,"1,275,000","1,275,000",דירה בבית קומות,1,Haifa,1995,70,3
010759-0031-003-00,05/03/2023,"1,420,000","1,420,000",דירה בבית קומות,1,Haifa,1960,77,3
010861-0128-012-00,19/03/2023,"1,000,000","1,000,000",דירה בבית קומות,1,Haifa,1930,77,3
011567-0550-006-00,21/03/2023,"1,100,000","1,100,000",דירה בבית קומות,1,Haifa,1960,45,3
011572-0239-016-00,21/03/2023,"1,040,000","1,040,000",דירה בבית קומות,1,Haifa,1970,59,3
011194-0493-005-00,23/03/2023,"920,000","920,000",דירה בבית קומות,0.5,Haifa,2023,75,3
011194-0493-005-00,23/03/2023,"920,000","920,000",דירה בבית קומות,0.5,Haifa,2023,75,3
010917-0076-021-00,26/03/2023,"1,075,000","1,075,000",דירה בבית קומות,1,Haifa,1960,55,3
010861-0364-009-00,27/03/2023,"945,000","945,000",דירה בבית קומות,1,Haifa,1950,62,3
010745-0158-029-00,26/02/2023,"1,315,000","1,315,000",דירה בבית קומות,1,Haifa,2023,74,3
011274-0014-016-00,05/03/2023,"915,000","915,000",דירה בבית קומות,1,Haifa,1950,57,3
011192-0273-050-00,08/03/2023,"505,000","505,000",דירה בבית קומות,0.5,Haifa,1960,64,3
010861-0036-008-00,08/03/2023,"880,000","880,000",דירה בבית קומות,1,Haifa,1950,60,3
012448-0018-011-00,14/03/2023,"825,000","825,000",דירה בבית קומות,0.75,Haifa,1960,53,3
012483-0021-007-00,15/03/2023,"840,000","840,000",דירה בבית קומות,1,Haifa,1970,60,3
011193-0227-048-00,16/03/2023,"670,000","670,000",דירה בבית קומות,0.5,Haifa,1960,77,3
010864-0068-000-00,26/03/2023,"820,000","820,000",דירה בבית קומות,0.181,Haifa,1940,72,3
010913-0014-046-00,30/03/2023,"1,137,000","1,137,000",דירה בבית קומות,1,Haifa,1960,58,3
010926-0002-019-00,31/03/2023,"1,200,000","1,200,000",דירה בבית קומות,1,Haifa,1970,83,3
010864-0033-004-00,03/04/2023,"710,000","710,000",דירה בבית קומות,1,Haifa,1960,51,3
010916-0007-022-00,04/04/2023,"1,100,000","1,100,000",דירה בבית קומות,1,Haifa,1960,48,3
011190-0043-003-00,09/04/2023,"1,190,000","1,190,000",דירה בבית קומות,1,Haifa,1970,70,3
010804-0089-033-00,13/04/2023,"1,300,000","1,300,000",דירה בבית קומות,1,Haifa,1970,60,3
010917-0053-004-00,26/02/2023,"1,042,500","1,042,500",דירה בבית קומות,1,Haifa,1960,78,3
011200-0207-000-00,01/03/2023,"1,400,000","1,400,000",דירה בבית קומות,1,Haifa,1950,75,3
010815-0015-006-00,03/03/2023,"1,040,000","1,040,000",דירה בבית קומות,1,Haifa,1970,58,3
012456-0015-019-00,07/03/2023,"950,000","950,000",דירה בבית קומות,1,Haifa,1960,60,3
010918-0013-012-00,08/03/2023,"565,000","565,000",דירה בבית קומות,0.5,Haifa,1970,70,3
010744-0043-055-00,13/03/2023,"800,000","800,000",דירה בבית קומות,1,Haifa,1970,65,3
011586-0062-003-00,17/03/2023,"1,105,000","1,105,000",דירה בבית קומות,0.5,Haifa,1970,52,3
010745-0158-030-00,27/03/2023,"1,350,000","1,350,000",דירה בבית קומות,1,Haifa,2023,74,3
011571-0048-002-00,13/04/2023,"1,450,000","1,450,000",דירה בבית קומות,1,Haifa,1950,60,3
010869-0058-000-00,18/04/2023,"1,120,000","1,120,000",דירה בבית קומות,0.17,Haifa,1940,90,3
010797-0030-001-00,28/02/2023,"500,000","500,000",דירה בבית קומות,0.333,Haifa,1960,87,3
010925-0189-007-00,28/02/2023,"810,000","810,000",דירה בבית קומות,1,Haifa,1970,70,3
010868-0110-000-00,02/03/2023,"1,350,000","1,350,000",דירה בבית קומות,0.157,Haifa,1940,82,3
011192-0288-046-00,05/03/2023,"885,000","885,000",דירה בבית קומות,0.75,Haifa,1960,61,3
010885-0077-000-00,06/03/2023,"1,360,000","1,360,000",דירה בבית קומות,0.1,Haifa,1950,80,3
010750-0043-019-00,06/03/2023,"1,183,000","1,183,000",דירה בבית קומות,1,Haifa,1950,55,3
011211-0017-063-00,09/03/2023,"1,150,000","1,150,000",דירה בבית קומות,1,Haifa,1970,58,3
010825-0069-029-00,12/03/2023,"1,050,000","1,050,000",דירה בבית קומות,1,Haifa,1960,61,3
010881-0016-011-00,12/03/2023,"880,000","880,000",דירה בבית קומות,1,Haifa,1960,46,3
010915-0028-002-00,13/03/2023,"800,000","800,000",דירה בבית קומות,1,Haifa,1960,38,3
010864-0011-061-00,14/03/2023,"535,000","535,000",דירה בבית קומות,1,Haifa,1960,50,3
010782-0021-004-00,15/03/2023,"1,450,000","1,450,000",דירה בבית קומות,0.5,Haifa,1950,70,3
011194-0358-026-00,15/03/2023,"545,000","545,000",דירה בבית קומות,0.5,Haifa,1970,63,3
011270-0023-015-00,16/03/2023,"1,050,000","1,050,000",דירה בבית קומות,1,Haifa,1950,68,3
010785-0032-010-00,16/03/2023,"695,000","695,000",דירה בבית קומות,0.5,Haifa,1960,76,3
011193-0249-017-00,20/03/2023,"1,100,000","1,100,000",דירה בבית קומות,1,Haifa,1983,62,3
011215-0024-040-00,21/03/2023,"1,162,000","1,162,000",דירה בבית קומות,1,Haifa,1990,57,3
011571-0173-004-00,26/03/2023,"980,000","980,000",דירה בבית קומות,1,Haifa,1960,46,3
010868-0125-002-00,23/04/2023,"1,000,000","1,000,000",דירה בבית קומות,1,Haifa,1930,60,3
010923-0005-016-00,24/04/2023,"1,300,000","1,300,000",דירה בבית קומות,1,Haifa,1960,60,3
011215-0024-051-00,27/04/2023,"1,080,000","1,080,000",דירה בבית קומות,1,Haifa,1970,57,3
012243-0007-009-00,28/02/2023,"800,000","800,000",דירה בבית קומות,0.5,Haifa,1970,58,3
011567-0546-004-00,01/03/2023,"1,250,000","1,250,000",דירה בבית קומות,1,Haifa,1960,65,3
010869-0006-002-00,05/03/2023,"830,000","830,000",דירה בבית קומות,1,Haifa,1950,65,3
010745-0175-010-00,17/03/2023,"950,000","950,000",דירה בבית קומות,1,Haifa,1970,55,3
010814-0049-085-00,19/03/2023,"509,333","509,333",דירה בבית קומות,0.333,Haifa,1970,79,3
010914-0016-003-00,19/03/2023,"1,500,000","1,500,000",דירה בבית קומות,1,Haifa,1970,62,3
011194-0138-017-00,26/03/2023,"1,200,000","1,200,000",דירה בבית קומות,1,Haifa,1960,46,3
010861-0235-009-00,28/03/2023,"850,000","850,000",דירה בבית קומות,1,Haifa,1940,49,3
011194-0283-024-00,29/03/2023,"585,000","585,000",דירה בבית קומות,0.5,Haifa,2007,48,3
011188-0130-014-00,29/03/2023,"1,150,000","1,150,000",דירה בבית קומות,1,Haifa,2006,78,3
010922-0010-017-00,30/03/2023,"1,100,000","1,100,000",דירה בבית קומות,1,Haifa,1970,70,3
010814-0021-015-00,03/04/2023,"710,000","710,000",דירה בבית קומות,1,Haifa,1970,34,3
011211-0123-163-00,18/04/2023,"675,000","675,000",דירה בבית קומות,0.5,Haifa,2001,74,3
010913-0188-072-00,25/04/2023,"1,400,000","1,400,000",דירה בבית קומות,1,Haifa,2003,70,3
010809-0724-007-00,27/04/2023,"1,045,000","1,045,000",דירה בבית קומות,1,Haifa,2000,65,3
012693-0021-067-00,03/05/2023,"815,000","815,000",דירה בבית קומות,1,Haifa,2005,46,3
011566-0257-003-00,27/02/2023,"700,000","700,000",דירה בבית קומות,0.5,Haifa,1960,75,3
010910-0159-002-00,13/03/2023,"850,000","850,000",דירה בבית קומות,0.5,Haifa,1960,60,3
011567-0597-011-00,19/03/2023,"1,100,000","1,100,000",דירה בבית קומות,1,Haifa,1988,42,3
012338-0004-004-00,21/03/2023,"500,000","500,000",דירה בבית קומות,1,Haifa,1960,50,3
011567-0074-000-00,23/03/2023,"1,390,000","1,390,000",דירה בבית קומות,1,Haifa,1950,66,3
011196-0154-017-00,26/03/2023,"1,370,000","1,370,000",דירה בבית קומות,1,Haifa,2017,75,3
012447-0011-004-00,28/03/2023,"1,220,000","1,220,000",דירה בבית קומות,1,Haifa,1995,70,3
010906-0217-004-00,29/03/2023,"699,999","699,999",דירה בבית קומות,0.666,Haifa,1960,48,3
010826-0003-001-00,30/03/2023,"554,000","554,000",דירה בבית קומות,0.5,Haifa,1960,75,3
010913-0147-011-00,31/03/2023,"1,045,000","1,045,000",דירה בבית קומות,0.046,Haifa,1970,65,3
011209-0071-008-00,31/03/2023,"1,195,200","1,195,200",דירה בבית קומות,1,Haifa,1970,63,3
010804-0089-035-00,03/04/2023,"625,000","625,000",דירה בבית קומות,0.5,Haifa,1989,62,3
010744-0047-001-00,04/04/2023,"1,280,000","1,280,000",דירה בבית קומות,1,Haifa,1970,64,3
012315-0013-001-00,04/04/2023,"900,000","900,000",דירה בבית קומות,0.75,Haifa,1940,81,3
012487-0007-009-00,04/04/2023,"990,000","990,000",דירה בבית קומות,1,Haifa,1970,72,3
012693-0023-055-00,16/04/2023,"1,250,000","1,250,000",דירה בבית קומות,0.5,Haifa,2000,78,3
011212-0005-038-00,16/04/2023,"1,045,000","1,045,000",דירה בבית קומות,1,Haifa,1960,55,3
010913-0010-022-00,17/04/2023,"550,000","550,000",דירה בבית קומות,1,Haifa,1980,61,3
010745-0179-016-00,19/04/2023,"1,080,000","1,080,000",דירה בבית קומות,1,Haifa,1970,54,3
010919-0037-000-00,20/04/2023,"1,200,000","1,200,000",דירה בבית קומות,1,Haifa,1950,55,3
010881-0013-036-00,24/04/2023,"900,000","900,000",דירה בבית קומות,1,Haifa,1960,44,3
011583-0010-007-00,24/04/2023,"1,100,000","1,100,000",דירה בבית קומות,1,Haifa,1970,70,3
011879-0033-006-00,24/04/2023,"1,425,000","1,425,000",דירה בבית קומות,1,Haifa,1990,71,3
011193-0234-003-00,24/04/2023,"1,500,000","1,500,000",דירה בבית קומות,1,Haifa,1987,92,3
011270-0023-002-00,25/04/2023,"930,000","930,000",דירה בבית קומות,1,Haifa,1960,65,3
011269-0033-016-00,25/04/2023,"590,000","590,000",דירה בבית קומות,0.5,Haifa,1980,68,3
010881-0029-055-00,25/04/2023,"567,500","567,500",דירה בבית קומות,0.5,Haifa,1960,69,3
011196-0017-014-00,27/04/2023,"1,470,000","1,470,000",דירה בבית קומות,1,Haifa,2023,78,3
012474-0004-003-00,30/04/2023,"1,145,000","1,145,000",דירה בבית קומות,1,Haifa,2021,65,3
010923-0055-064-00,07/05/2023,"1,185,000","1,185,000",דירה בבית קומות,1,Haifa,1960,60,3
010745-0158-011-00,26/02/2023,"1,315,000","1,315,000",דירה בבית קומות,1,Haifa,2023,74,3
011572-0025-000-00,27/02/2023,"875,000","875,000",דירה בבית קומות,0.5,Haifa,1950,80,3
010910-0057-004-00,01/03/2023,"1,170,000","1,170,000",דירה בבית קומות,1,Haifa,1940,50,3
011566-0224-000-00,12/03/2023,"1,200,000","1,200,000",דירה בבית קומות,1,Haifa,1960,70,3
010804-0105-026-00,14/03/2023,"710,000","710,000",דירה בבית קומות,0.5,Haifa,1970,76,3
010914-0033-009-00,15/03/2023,"1,320,000","1,320,000",דירה בבית קומות,1,Haifa,1960,90,3
012456-0003-012-00,16/03/2023,"900,000","900,000",דירה בבית קומות,1,Haifa,1950,60,3
011567-0639-002-00,23/03/2023,"870,000","870,000",דירה בבית קומות,1,Haifa,1960,43,3
011567-0668-010-00,23/03/2023,"1,330,000","1,330,000",דירה בבית קומות,1,Haifa,1970,60,3
